Nome,Marca,Preço Original,Preço com Desconto,Percentual de Desconto,Link
Samsung Galaxy A25 256gb 8gb Ram Tela 6.5 5g  Azul-escuro,Samsung,2069.31,1862.0,10.02,https://produto.mercadolivre.com.br/MLB-4522314778-samsung-galaxy-a25-256gb-8gb-ram-tela-65-5g-azul-escuro-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=10bf8bd6-f3ed-4f6c-a854-176ef403f7ec&position=25&search_layout=grid&type=item&tracking_id=8d43effd-d354-4767-8352-f519f01576f8&deal_print_id=284b5a57-30e2-429e-b9fe-c80fbeeef243&promotion_type=TODAY_PROMOTION
Samsung Galaxy A35 5G Dual SIM 128 GB Rosa 6 GB RAM,Samsung,2499.0,1645.0,34.17,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=fkirHoBxWHf6IOQsTtqACZAILbfYlegfCHXcQz4Vn7tCgc08ZhKk%2Fdcl78zptXj%2B2ypGZLsWoBtZa%2FMi7vxDJMgsToItwNO27%2FcOnC74kjWWHcbqt0lrg8CGyjLNQIvypDxku%2BWiMhfaxYoO7D81st2aLGX9a8Fafm7vVXGwPL50ps2FKvEURyR5Xo%2BgyRigqtY10Z%2FSUnbst9eh7e18B5bAfuTO4wlEmy3ShdXwDrEE42t%2B8F4fSP2AKFL3%2FD6WaPe8Ml1FRpIcaIZpDkDoliJd4EgfORNizdgfzcZNyWhZfDuDKapEfQiFVG2JNAY0ggLZYgDXMPaLV3bmyAG0BhgsFCa7Au90WKkzaDKuM22Do7KD8xFGk9dXiQksdyMtfLDBfpoCqeyXIDhiLMGaxsLqNurDniRUFOI%2BUNKLBgC94TW54rbxwxSqs0WyrwYvenZEkBNLnDone79uooazllN%2BkXg7WKuNGfWCKwRHjrEYjY3yEChx8SEU6gxUG89N1kHqJFvWp0tqnZzPTB%2B99S9jTqMy7Qbdc8Le91qy2azIASGw012xjZjZ1nAWAM%2FAO1oAzSjD9rehW3o5CeAujp%2BBq9ePIQ4g0mwATcgh7OW1hboA%2FaELdpYmi0Ll%2Fc8oNaiRMHxBT6RUvqwFG9%2FngQjQF6DOYq5GaCmSQuudqeO%2Fw43OHtB59Eog0%2F1gBRC4b3nBDTwzcXj%2BXqp0mNMGpEX%2FIHwoW%2FSQ9u5pyq%2BF%2FEvj7X%2Buf0G9MvQjseOD8r1L4mXZf3cNWKZLnSjdPaSL0wd8aUk8SU3KNGR9C4YhwFXYHrhEFhbnBQZGE%2F2fAT8Bl4HRGHbDz74D%2FuBOm%2F5FjsjNvonTN%2BanJI%2F%2F5U0wl6sRzcLU8n3AG04%2B9cBgSeUxHaQm2SXR4UCQ8fnFg1Ku0w9NALwJPg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy J6 64gb 3gb Ram Prata | Usado Bom,Samsung,549.0,510.0,7.1,https://produto.mercadolivre.com.br/MLB-3725936309-samsung-galaxy-j6-64gb-3gb-ram-prata-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=5579576f-bd0f-4cb9-a90a-f4e9db82cb39&position=10&search_layout=grid&type=item&tracking_id=fdeaee9d-dfca-4bc7-b9b3-9b5a35a3ca62&deal_print_id=45ac829c-120c-4c6b-8e8e-72392d8aceef&promotion_type=TODAY_PROMOTION
Kit Samsung Galaxy A25 256gb 5g Verde + Rel Galaxt Fit 3,Samsung,1999.9,1689.0,15.55,https://produto.mercadolivre.com.br/MLB-3683268113-kit-samsung-galaxy-a25-256gb-5g-verde-rel-galaxt-fit-3-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=9be6a214-6595-41c0-b290-f3765be06d0e&position=54&search_layout=grid&type=item&tracking_id=3e6d762d-5357-46d5-8c31-eba301ee4d8e&deal_print_id=a5404c80-1302-40a3-9ece-390b61f08a21&promotion_type=TODAY_PROMOTION
Kit Samsung Galaxy A25 256gb 5g Verde + Rel Galaxt Fit 3,Samsung,1999.9,1689.0,15.55,https://produto.mercadolivre.com.br/MLB-4662916456-kit-samsung-galaxy-a25-256gb-5g-verde-rel-galaxt-fit-3-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=9be6a214-6595-41c0-b290-f3765be06d0e&position=52&search_layout=grid&type=item&tracking_id=3e6d762d-5357-46d5-8c31-eba301ee4d8e&deal_print_id=a5404c80-1302-40a3-9ece-390b61f08a21&promotion_type=TODAY_PROMOTION
Smartphone Samsung Galaxy S20 Fe 256gb Verde Usado,Samsung,,1279.0,,https://produto.mercadolivre.com.br/MLB-3520439527-smartphone-samsung-galaxy-s20-fe-256gb-verde-usado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=9be6a214-6595-41c0-b290-f3765be06d0e&position=51&search_layout=grid&type=item&tracking_id=3e6d762d-5357-46d5-8c31-eba301ee4d8e&deal_print_id=a5404c80-1302-40a3-9ece-390b61f08a21&promotion_type=TODAY_PROMOTION
"Smartphone Samsung Galaxy A15, 6,5, 256 Gb, 5g, Android 14",Samsung,1599.0,1439.0,10.01,https://produto.mercadolivre.com.br/MLB-4657771766-smartphone-samsung-galaxy-a15-65-256-gb-5g-android-14-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=9be6a214-6595-41c0-b290-f3765be06d0e&position=45&search_layout=grid&type=item&tracking_id=3e6d762d-5357-46d5-8c31-eba301ee4d8e&deal_print_id=a5404c80-1302-40a3-9ece-390b61f08a21&promotion_type=TODAY_PROMOTION
Smartphone Samsung Galaxy S20 128gb Azul 8gb Usado C Marcas,Samsung,1309.0,1243.0,5.04,https://produto.mercadolivre.com.br/MLB-4263310080-smartphone-samsung-galaxy-s20-128gb-azul-8gb-usado-c-marcas-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=9be6a214-6595-41c0-b290-f3765be06d0e&position=44&search_layout=grid&type=item&tracking_id=3e6d762d-5357-46d5-8c31-eba301ee4d8e&deal_print_id=a5404c80-1302-40a3-9ece-390b61f08a21&promotion_type=TODAY_PROMOTION
Samsung Galaxy S20 Fe 256gb Branco Usado,Samsung,,1349.0,,https://produto.mercadolivre.com.br/MLB-3772515490-samsung-galaxy-s20-fe-256gb-branco-usado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=9be6a214-6595-41c0-b290-f3765be06d0e&position=41&search_layout=grid&type=item&tracking_id=3e6d762d-5357-46d5-8c31-eba301ee4d8e&deal_print_id=a5404c80-1302-40a3-9ece-390b61f08a21&promotion_type=TODAY_PROMOTION
Samsung Galaxy Z Flip3 5g 128gb Creme Usado Com Marcas,Samsung,,1699.0,,https://produto.mercadolivre.com.br/MLB-4763815662-samsung-galaxy-z-flip3-5g-128gb-creme-usado-com-marcas-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=9be6a214-6595-41c0-b290-f3765be06d0e&position=40&search_layout=grid&type=item&tracking_id=3e6d762d-5357-46d5-8c31-eba301ee4d8e&deal_print_id=a5404c80-1302-40a3-9ece-390b61f08a21&promotion_type=TODAY_PROMOTION
"Smartphone Samsung Galaxy A35 128gb 6gb 6,6  Azul Escuro",Samsung,2099.0,1889.0,10.0,https://produto.mercadolivre.com.br/MLB-4670567276-smartphone-samsung-galaxy-a35-128gb-6gb-66-azul-escuro-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=9be6a214-6595-41c0-b290-f3765be06d0e&position=37&search_layout=grid&type=item&tracking_id=3e6d762d-5357-46d5-8c31-eba301ee4d8e&deal_print_id=a5404c80-1302-40a3-9ece-390b61f08a21&promotion_type=TODAY_PROMOTION
Samsung Galaxy S21 Fe 5g 128gb Branco Usado Com Marcas,Samsung,,1239.0,,https://produto.mercadolivre.com.br/MLB-4461400264-samsung-galaxy-s21-fe-5g-128gb-branco-usado-com-marcas-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=9be6a214-6595-41c0-b290-f3765be06d0e&position=53&search_layout=grid&type=item&tracking_id=3e6d762d-5357-46d5-8c31-eba301ee4d8e&deal_print_id=a5404c80-1302-40a3-9ece-390b61f08a21&promotion_type=TODAY_PROMOTION
Samsung Galaxy A24 128 GB preto 4 GB RAM,Samsung,1498.34,1099.0,26.65,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=buVGMtcZ%2ByRByKHwedFsD54XJhYBtPE09ST1HTP5M3nFR0kc6%2BhyDBaX0rQIbqcCd%2BmwDJTZmOxXsT9Cq%2BzJI58GGJWFueyLjEAhChngG9VmW3Hd4wTlXWA1R6nlF57FAy114Ec%2BGNiB3su6VullO1SOBphW%2BojIen1NHmEz%2FKyDaEXrnBZpn4vT%2FNxIl6rmINVRYbY2uH29qarMkq0S2tIRLOP2syN4CKlAiH6CbUVpu9p3ewCy5pwqqeGI9SJWJgCRAPZlSegQN8yhVX0%2FoxZELzZsAerqnwpqg1qvY7L2Soy9KVduLlPPulVgjYR4gxrehjOfyjduKtgjJ59lsMHz5JpCoKsP9T5JvY1PME5cje2uesVGbVhzvy6%2FIlTkyOyy62W7bi%2F7%2F%2BUQ9hxfMZ1s87rqFAm5DctVn%2F4b%2F4iSbIc019mKIyT8oSNibhA0ES4Ma%2Fvn%2FMxWwM0UHn9syWjvbNyLEJDWJvpy2iklPhM9lZA6ccPPVhZxosjDEQvqK6i9qPZctCYkdB6OjJT7tjKe9RCJnjF69i90CYj2CrxTz2sA7YxbBt3JjtTWW8S2jNtDzJychjQJS0nP0FLrG2%2FuOXyfWYf%2FmGD2V1MGwg3m%2FcpUVzWWS%2FSsIxqRhzCOMUXQmZBI1BAX9lWE%2BWrDKF9SeAK7nydkqKhs8DNWhy97OE9AVj4OfTWsQF%2Fwa2aSPgZdjyKyUZ6oVIVa%2BL2kKSe0YC3tpQyrqdOiv2uEukuWy3STH5%2B%2FjHtFuauduNxlQDyuCpq4HejG4jjnSR4fvoaacK5McxAJrHZVPMc72orcGHCpBwFAueppGJaqAX2w5Ktaf0PdLuunKbxMvVOFIXIeYAXEMDy1S1w%2BjN6%2BpKPHMQjJoEys8kqMJ71jEOHtgXnwtkB%2FLnGRBWA%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
"Celular Samsung Galaxy M15 5g, 6.000mah, Câmera Tripla Até 50mp, 128gb - Azul Claro",Samsung,1299.0,999.0,23.09,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=WkFOZTYyymOWigl39cUTfeu63O9TawERepELEtS4HmM%2BhNRRjbkMkAOAKE8q4csYZ20J%2B6MocQSnGsKHaAiap8WmNKDP10la56HAQVewqolR6zXHbEs4vTaV9kResf7eNKPQ1fSnfa5DXHptxv1zZZ5QtYVlaJKC%2FtzCEPLJKfRND2FVTMrd5U22nzjChQmiGCNJ%2BvXroEZYx5njzWL1Q%2FD6PVoueMkf9LcuQ9sdmsF1dOACRa3w6FQx%2FNKKoDQE5bz%2BIPJ3VJtRE3Hm32HDhIhubMVrNFaRYMb%2F2fp1TzwtBzAJ6mx1%2FtEbWLKOWzOE9ajjqJm4AaK2%2FFg7sIe1pbkLet5kDf261sQIOYsaB8cEmCMdgOR3SP34hLCnTNobT5C3N8W1eBTc63yVdWksAN3mzmIb50ZF7MUd8EVUY6CuRR2XJUuoIbvefws%2FZOF5xi9EcEtyT60V%2BdFMAkXWXCt4R%2FMIBy2JcSDmEQuxEnWy3VTr24IbJqShDwiOP0cx2qhBpYt4Mk3HobKRDjrIf%2BVEZgJDnzBDsdrm4YROugvv5S%2F5ljEfu5McLzYJ0gCisy0R2h5Cn3UmBwcRT5lr02rE0l1q61y0Vzp1BIliNWkBuQeWkFkMUYTk0SI64zb8s7o3zkJwT3U%2BZRCEhfuB1%2BC48iJ2Z1y0WGluKXwi5hB1VObBKEcLQWJPNp72C7yrnnTlYb0Febp1SdYCXJhBzSRl6sIB9LC9FoNPA0Uli%2FCofB9yB1u3d1cqNWgVUS4hiGFKOECeUAjq%2Fb0wp8HEcdtmo%2BA7lodrW5jgjI%2By627jN%2BFmINdfZreg%2FnfKQJjRC51waD%2Fykvi3aemoQccqM2Qk086pog8hcWzYOqnhKkzE5swRYC71XvgSmF00waZNuzCncVB2fsVL0ezyyz0d9iuev0vA4RiArMCckQaEhOyrV46kgTkKyOFXkPeQhBeg&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A22 Dual Sim 128 Gb Violeta 4 Gb Ram,Samsung,1099.0,978.0,11.01,https://produto.mercadolivre.com.br/MLB-4678691814-samsung-galaxy-a22-dual-sim-128-gb-violeta-4-gb-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=5579576f-bd0f-4cb9-a90a-f4e9db82cb39&position=18&search_layout=grid&type=item&tracking_id=fdeaee9d-dfca-4bc7-b9b3-9b5a35a3ca62&deal_print_id=45ac829c-120c-4c6b-8e8e-72392d8aceef&promotion_type=TODAY_PROMOTION
Samsung Galaxy A70 128gb (recondicionado),Samsung,849.99,747.0,12.12,https://produto.mercadolivre.com.br/MLB-3290567537-samsung-galaxy-a70-128gb-recondicionado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=d087f86a-7412-4ebe-9857-c8a6d8b4517b&position=31&search_layout=grid&type=item&tracking_id=2edea2e7-1d4a-4f8c-9081-0ea720fc3dc8&deal_print_id=89b3dca7-9cd5-4b34-b247-581303da1b93&promotion_type=TODAY_PROMOTION
Samsung Galaxy A35 5G Dual SIM 128 GB Rosa 6 GB RAM,Samsung,2499.0,1645.0,34.17,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=l24OC1Rfwn1hmyuHfC6e2u%2B2fdF0L0tkoXr0NpyssWQoBkoeTxpv7o6ls8ACeI8mFFRpzI1UBAkXZvD%2F%2BFov9Q8AvcV8Ma9BAlmGFe7FmgRhi6PPrNC0vk%2By%2FhZUURb8ggp47gDhYjIHyfR23vzbzF7G4%2FJ43QC32vxC8rdQ%2Fy8Ilq8Gd8ztJLFFszGGXBImGLjkB1%2FpVMcDJcMMcR2M2j2iRoPCQnfhmCNMtypKoP1vio3ca%2FNaLRvGfzHRBOhyK2ZsC5WD16zgT1byQgBobqlkgEacl6fr2bFJa5K2mNIHxKFpJwZEXXYXayuTN6l4Yr0vQS47CtQ%2F2t9WO0pKWeJThyld%2Fj2MtWJtNRyYyue8PRFAFEBByXzFTOrA0Mw5F%2BBkwUgYVM11ulUmjSZplh8BXuQ6Ti5fzyu2IGafhWIgHOPFUmMLujNeO8AA7KBXPoV%2FztWC8Xaa4NAhxlzQsHWp%2FrYK2BZyeDSZgl88o9F5Zri3BJfDGWuRgSq9CwJdnk6lam8ToSkS0rWGqRHUzcowRSMiPD%2BjFQYDK8HrrmoqHjp6mF5HoL9di0eqsyEKZ7rwzrLMQKRNPy8vFjPT8PTlTAIMaq%2FeEMe47f3%2BacfAdjNx7NK5LPJXLjgUrUlzisSzCgnjooIs85BTumttTEX%2FGGxFk87H4DtkYOPiv90EGlXkvV8vY%2Fd5tpZ8nkh26PJJ%2FMDx2YF3%2FP16mqIiaL6G875ZwY%2FwKAnnyNxDbx%2F851EF7o23Th%2F8Y6%2FI6TuP%2FZqlLE6QDYfY0HBG7EZjTmnTpNLkYEYSMwyakyQUHCEPg4Y5VnFRiiIMQ9cpby3hmlnYwvhfFX9MKxav3ERQm2TW859U%2BpEYCf0R2YeOmuPt76vVOux45TF4IZjWnz%2FdJ8BKYKhkHGDY8E34DaOeslTv0tT8lS31ag%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Celular Samsung Galaxy A55 5G Dual SIM 128GB Rosa 8GB RAM,Samsung,2799.0,1967.0,29.72,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=zinAXS3IUgiE%2FwB2cflnbrU0MuQ%2FiM%2B4SzwWg4zrkKFZyPSENN0f2EZUx1VlogrDlJVMZX1TTmehZE3gny6hAlwlMUgeF8QZ0GT9uA3GlqTDDcUyIoVdFhMN2EtNlolB0p7%2Ft%2BTZ0a3OVzOZ00uJP9twnPxsFJ3ZesCA3qphgT3nnY%2FxQkSinQA8oJ8ZakCcN7W9tuxAitGACNrd%2B%2BvGDEjzeZEKuX2EnQDplkXktriGubCpdybnqu48BpfOgbn9Qguca%2F8PtjHhygXES3UyZk%2FF2Qg8YwRwxKJCi3OqVKYDq5EfxwLFkd3StKA%2FDBbYbM88497uNFql99AR4ViY2UayNnbOKzyT8rOkKU9XlII%2FBoyCcVXswzIo%2BBXhQB93f%2Bs%2FW7pjak4GUHfkRRZ6WeeqlUMXQkXnHPoDJzlSdUm4sq54bjawHQxx3mR76LIPnmpZ%2Bev6WhhuXAwbtOgud3Vx2XrUA3mrG6y6lbWC6WZ8jlwM6ANQ0nPtruoXwj1tY5zYHFeaVfLlB9zDVsinL5yqpPdN7vCtQMWur8ngMpcpSuJ1FRVuY9s8GeBvIL1kl0yAehefZJAL%2BqUKV3hrw6P%2Fn6dmFfswu0%2Bm9guktehzxA3J7f7hyjsKSUuYKXnZbIJMej9usVIcPjvawooxtMXJTUdn4Rh9G5OrZ7NB0nrdE7HAEEVSMGsTeu%2BFuGEDf714IJKlzQsAkYYgBMM5A3AYmlXn7yJB%2BbTbU8HBBFqqiiEgJqqI9yVgYTaW4vWZurqcraDFJObJQnFgiExYTlWJoauF0x17Fn62lNT6m99bNIlEoqIQHx4thCTUQb%2FderQl6%2F1lzzrcsoLgrpUNHhwbzsgDy7OrtMcUMQkpM0BMrfl9gvXc4SAJ3B8jEy7DqmHu0MMiA2AFt9Azu5LS%2B5hBPCjgNqGc4hr9yPSxzw%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Kit Samsung A25 + Relógio Samsung Fit3,Samsung,1999.9,1689.0,15.55,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=5fxmbmPcuf3%2BFwa7KZwbyVp4rE2qTT0zrRKEcA3NKkVf6%2BokuIgyHDPb1nhVe4H3cl%2B42oFCLypTp7NdqVfniPJDl4QGgtcwfQKqWluMpNR7YYBbLHYmBi9r8riqqlYUpMGQk320dbRF5UIlGp88KG1Ny5tUfWCGav%2Fc9WTbw5wKok4LC1CbjZmCOfcarfzv3z4m25Hcw2EbUiSxg2RPQVxlLdc71oXhRm%2F0f%2BrZG3b24bZNIE78uIQ5DnadISohQdBj4Vp6LuP4bgQfrz%2FgnExf4I4Y8hK1z2UV8M8ZQrEmGvjSJ54wK9xz39iudqXoK5oy0BkIFlxMzHK00ZNP1IIdJTLKD%2FNGcvNcurIzwcAO6WC%2BYnZCXb9iIpWdQaR8Ww7P7Xl6PWEGBziAE7OihIoyiQpu00oB76a7U9vMm3DHWMyZSIW9XLW6hxBUBMs007N5Zqd36I%2B82Ue4fHvgepOkXCIbR9ptXL1DNw6%2BfxrN6vcZL86r9lKf8AFOmSm22Wo1LyV0Z%2BeFYxzCMlsvcAtKfozGknJOh6DBi6%2B2igcTo%2BIoLbfsHjCSktpe2OGSu3%2BusxA806BEKFeD0jiLjSh%2FMUMHDKYaN6conBTbwDvXOGbjie0QLJoiB4zA4HnvX91etm87I%2Fjadw00dqLIFuf4Nn8iuead2pvPpSCGwry8FMIAflEq4dOPnpjlW1YDywEzX6Gbw%2F23qIDtdv52Y4Tz0JXvZtcvs%2BX09w4a%2FdzK3uXqzv7bgPWHy41SkUt8e%2F2n7HJnZogsw8dT8nzERCvwlIifWvKy1jOPJjEc6p8%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A5 64 Gb 2 Gb Ram Preto,Samsung,,599.0,,https://produto.mercadolivre.com.br/MLB-3626567399-samsung-galaxy-a5-64-gb-2-gb-ram-preto-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=d087f86a-7412-4ebe-9857-c8a6d8b4517b&position=21&search_layout=grid&type=item&tracking_id=2edea2e7-1d4a-4f8c-9081-0ea720fc3dc8&deal_print_id=89b3dca7-9cd5-4b34-b247-581303da1b93&promotion_type=TODAY_PROMOTION
"Smartphone Galaxy A14 Tela 6,6'' 5g Com 128gb De Armazenamento 4gb Ram Verde Samsung",Samsung,,1299.0,,https://www.mercadolivre.com.br/smartphone-galaxy-a14-tela-66-5g-com-128gb-de-armazenamento-4gb-ram-verde-samsung/p/MLB25875295?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB25875295&deal_print_id=d087f86a-7412-4ebe-9857-c8a6d8b4517b&position=2&search_layout=grid&type=product&tracking_id=2edea2e7-1d4a-4f8c-9081-0ea720fc3dc8&deal_print_id=89b3dca7-9cd5-4b34-b247-581303da1b93&promotion_type=TODAY_PROMOTION
Samsung Galaxy S24 5G Dual SIM 256 GB sapphire blue 8 GB RAM,Samsung,,5186.0,,https://www.mercadolivre.com.br/samsung-galaxy-s24-5g-dual-sim-256-gb-sapphire-blue-8-gb-ram/p/MLB29805870?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB29805870&deal_print_id=a0b31222-ebe3-4c3c-adab-5eb21c18c82b&position=1&search_layout=grid&type=product&tracking_id=2f8923f4-c85b-48a9-9715-520f5d5fd22c&deal_print_id=a48111c5-6aa1-4344-bcac-760c1e0c89b4&promotion_type=TODAY_PROMOTION
Samsung Galaxy A55 5g 256gb Azul Claro + Galaxy Fit3 Grafite,Samsung,3499.99,3149.0,10.03,https://produto.mercadolivre.com.br/MLB-3698529605-samsung-galaxy-a55-5g-256gb-azul-claro-galaxy-fit3-grafite-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=a0b31222-ebe3-4c3c-adab-5eb21c18c82b&position=47&search_layout=grid&type=item&tracking_id=2f8923f4-c85b-48a9-9715-520f5d5fd22c&deal_print_id=a48111c5-6aa1-4344-bcac-760c1e0c89b4&promotion_type=TODAY_PROMOTION
Samsung Galaxy S20 Ultra G988b 128gb 12gb Ram | Excelente,Samsung,,2999.0,,https://produto.mercadolivre.com.br/MLB-4755027494-samsung-galaxy-s20-ultra-g988b-128gb-12gb-ram-excelente-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=a0b31222-ebe3-4c3c-adab-5eb21c18c82b&position=37&search_layout=grid&type=item&tracking_id=2f8923f4-c85b-48a9-9715-520f5d5fd22c&deal_print_id=a48111c5-6aa1-4344-bcac-760c1e0c89b4&promotion_type=TODAY_PROMOTION
Samsung Galaxy J2 Prime Tv 16 Gb/1.5 Gb Ram | Usado Bom,Samsung,479.0,311.0,35.07,https://produto.mercadolivre.com.br/MLB-4758235880-samsung-galaxy-j2-prime-tv-16-gb15-gb-ram-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=a0b31222-ebe3-4c3c-adab-5eb21c18c82b&position=27&search_layout=grid&type=item&tracking_id=2f8923f4-c85b-48a9-9715-520f5d5fd22c&deal_print_id=a48111c5-6aa1-4344-bcac-760c1e0c89b4&promotion_type=TODAY_PROMOTION
Samsung Galaxy S10 Lite 128gb Seminovo Ótimo,Samsung,1099.0,967.0,12.01,https://produto.mercadolivre.com.br/MLB-3714140687-samsung-galaxy-s10-lite-128gb-seminovo-otimo-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=a0b31222-ebe3-4c3c-adab-5eb21c18c82b&position=24&search_layout=grid&type=item&tracking_id=2f8923f4-c85b-48a9-9715-520f5d5fd22c&deal_print_id=a48111c5-6aa1-4344-bcac-760c1e0c89b4&promotion_type=TODAY_PROMOTION
Smartphone Samsung Galaxy J5 J500m 16gb 1.5gb Ram- Excelente,Samsung,509.0,305.0,40.08,https://produto.mercadolivre.com.br/MLB-3482790755-smartphone-samsung-galaxy-j5-j500m-16gb-15gb-ram-excelente-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=a0b31222-ebe3-4c3c-adab-5eb21c18c82b&position=21&search_layout=grid&type=item&tracking_id=2f8923f4-c85b-48a9-9715-520f5d5fd22c&deal_print_id=a48111c5-6aa1-4344-bcac-760c1e0c89b4&promotion_type=TODAY_PROMOTION
Samsung Galaxy A04e 64 GB azul 3 GB RAM,Samsung,,921.0,,https://www.mercadolivre.com.br/samsung-galaxy-a04e-64-gb-azul-3-gb-ram/p/MLB20659047?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB20659047&deal_print_id=a0b31222-ebe3-4c3c-adab-5eb21c18c82b&position=3&search_layout=grid&type=product&tracking_id=2f8923f4-c85b-48a9-9715-520f5d5fd22c&deal_print_id=a48111c5-6aa1-4344-bcac-760c1e0c89b4&promotion_type=TODAY_PROMOTION
